Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,On Assault Weapons: Should owning guns that fire quickly be:,On Magazines Holding Over Ten Bullets: Who should have them?,On Background Checks for Assault Weapons: Should there be checks to ensure owners are allowed to have them?,On Keeping Assault Weapons Away from Children: Should it be illegal to leave these guns where kids can find them?,"Do You Own a Gun? (Excluding paintball, BB, or pellet guns)","Does Someone in Your Home Own a Gun? (Excluding paintball, BB, or pellet guns)",Your Zip Code: (To understand regional views),Your Education Level: (Just the highest completed),Do you think of yourself as,Do you see yourself as,Gender,Age,Major US Region,Device,Household Income,is_gun_owner,has_gun_in_house,political_lean,leans_left,leans_right,leans_center,for_assault_weapon_ban,for_large_magazine_ban,for_background_checks,for_safe_storage_laws
114569125818.0,430645356.0,04/03/2024 01:28:57 PM,04/03/2024 01:30:19 PM,,,,,95c744a63a264c78cb9174c6b2,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Unsure or no comment,Yes,Yes,74435,Advanced degree,A Democrat?,,male,60_above,west_south_central,android_mobile,50000_to_74999,True,True,left,True,False,False,True,True,True,False
114569125329.0,430645356.0,04/03/2024 01:27:41 PM,04/03/2024 01:29:43 PM,,,,,e34985ea1c56cba52ef36c376c,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,55126,High school diploma,A Republican?,,female,45_to_60,west_north_central,ios_mobile,125000_to_149999,False,False,right,False,True,False,True,True,True,True
114569124839.0,430645356.0,04/03/2024 01:27:37 PM,04/03/2024 01:29:11 PM,,,,,e37c61bbf4e1f153f86f60af78,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,19040,College degree,A Republican?,,female,45_to_60,middle_atlantic,ios_mobile,100000_to_124999,True,True,right,False,True,False,True,True,True,True
114569124391.0,430645356.0,04/03/2024 01:27:40 PM,04/03/2024 01:28:38 PM,,,,,e203706a0b5bac9b1414f0b61a,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,Yes,14606,Some college,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,45_to_60,middle_atlantic,android_mobile,50000_to_74999,False,True,center,False,False,True,True,True,True,True
114569123613.0,430645356.0,04/03/2024 01:26:02 PM,04/03/2024 01:27:40 PM,,,,,95b0270a39506a8f644cd79d3e,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,92706,College degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,female,30_to_44,pacific,ios_mobile,150000_to_174999,False,False,left,True,False,False,True,True,True,True
114569122975.0,430645356.0,04/03/2024 01:26:04 PM,04/03/2024 01:26:56 PM,,,,,6f8e57b4cc3f783baaf0bb6ace,smc,Not sure or prefer not to say?,Unsure or rather not say?,"No, not necessary for all",Yes,No,No,95210,Didn't finish high school,Not really either (Independent)?,More open to new ideas and changes (liberal)?,female,30_to_44,pacific,ios_mobile,25000_to_49999,False,False,left,True,False,False,False,False,False,True
114569122678.0,430645356.0,04/03/2024 01:25:02 PM,04/03/2024 01:26:47 PM,,,,,e2748c79a830653a288409ee96,smc,Open to everyone?,Just military and police?,"Yes, for all owners",No,Yes,Yes,84663,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,45_to_60,mountain,pc_windows,100000_to_124999,True,True,center,False,False,True,False,True,True,False
114569121272.0,430645356.0,04/03/2024 01:22:12 PM,04/03/2024 01:24:54 PM,,,,,c176a9f9fda107e4fa0fb3720b,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Unsure or no comment,Yes,No,21122,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,60_above,south_atlantic,ios_mobile,25000_to_49999,True,True,center,False,False,True,True,False,True,False
114569121189.0,430645356.0,04/03/2024 01:22:12 PM,04/03/2024 01:24:46 PM,,,,,05cfb5453d4c396c1d109c0c41,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,95111,Advanced degree,Something else?,In the middle and cautious about change (moderate)?,male,30_to_44,pacific,ios_mobile,50000_to_74999,True,True,center,False,False,True,True,True,True,True
114569120387.0,430645356.0,04/03/2024 01:22:11 PM,04/03/2024 01:23:48 PM,,,,,5f785feaf2da6200c9055c4177,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,,College degree,Not really either (Independent)?,Preferring traditional ways and less change (conservative)?,female,45_to_60,south_atlantic,android_mobile,25000_to_49999,False,False,right,False,True,False,False,False,True,True
114569117689.0,430645356.0,04/03/2024 01:18:53 PM,04/03/2024 01:21:08 PM,,,,,8328e83549cc01e6e25bcc0990,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,29575,Some college,Not really either (Independent)?,More open to new ideas and changes (liberal)?,female,60_above,south_atlantic,android_mobile,10000_to_24999,False,False,left,True,False,False,True,True,True,True
114569118202.0,430645356.0,04/03/2024 01:19:34 PM,04/03/2024 01:21:06 PM,,,,,a2029d4fed854bba2b6a852a45,smc,Not sure or prefer not to say?,Unsure or rather not say?,"Yes, for all owners",Yes,Yes,Yes,30153,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,60_above,south_atlantic,android_mobile,25000_to_49999,True,True,center,False,False,True,False,False,True,True
114569117802.0,430645356.0,04/03/2024 01:19:21 PM,04/03/2024 01:20:38 PM,,,,,2116061ffdfd7be3b9a9459f57,smc,Not sure or prefer not to say?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,30047,Some college,Something else?,More open to new ideas and changes (liberal)?,female,30_to_44,south_atlantic,ios_mobile,10000_to_24999,True,True,left,True,False,False,False,False,True,True
114569117082.0,430645356.0,04/03/2024 01:18:57 PM,04/03/2024 01:19:45 PM,,,,,f5fffbed9608f258bf391e0da5,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,96720,Advanced degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,30_to_44,pacific,android_mobile,150000_to_174999,False,False,center,False,False,True,True,True,True,True
114569115968.0,430645356.0,04/03/2024 12:55:16 PM,04/03/2024 01:18:20 PM,,,,,afe0e8065bfd80be1efbb6a597,smc,Limited to military and police?,Anyone?,Not sure or no comment,Unsure or no comment,No,Yes,30310,High school diploma,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,60_above,east_north_central,android_mobile,50000_to_74999,False,True,center,False,False,True,True,False,False,False
114569115088.0,430645356.0,04/03/2024 01:15:40 PM,04/03/2024 01:17:14 PM,,,,,a151eec98c1ffd371d05e96c31,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,65807,College degree,A Democrat?,,female,60_above,west_north_central,ios_mobile,25000_to_49999,False,False,left,True,False,False,True,True,True,True
114569113655.0,430645356.0,04/03/2024 01:12:02 PM,04/03/2024 01:15:36 PM,,,,,6b86ce563d12cb74d55ea4668f,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,92028,High school diploma,Something else?,In the middle and cautious about change (moderate)?,female,30_to_44,pacific,ios_mobile,10000_to_24999,False,False,center,False,False,True,True,True,True,True
114569113599.0,430645356.0,04/03/2024 01:14:12 PM,04/03/2024 01:15:34 PM,,,,,00e8e40b6b7c5de91ee55cd00b,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,84627,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,30_to_44,mountain,android_mobile,50000_to_74999,False,False,center,False,False,True,True,True,True,True
114569113342.0,430645356.0,04/03/2024 01:14:04 PM,04/03/2024 01:15:29 PM,,,,,55679012c6620285aee572cfc9,smc,Open to everyone?,Anyone?,"Yes, for all owners",No,Yes,Yes,3054,College degree,Not really either (Independent)?,Preferring traditional ways and less change (conservative)?,male,60_above,new_england,other,100000_to_124999,True,True,right,False,True,False,False,False,True,False
114569113506.0,430645356.0,04/03/2024 01:14:24 PM,04/03/2024 01:15:26 PM,,,,,a36e3885d71357d7cb9b1edb1a,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,10010,College degree,A Republican?,,male,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,right,False,True,False,False,False,True,True
114569112056.0,430645356.0,04/03/2024 01:12:32 PM,04/03/2024 01:13:48 PM,,,,,8e080d3598ff0b50201dee4334,smc,Open to everyone?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,35288,Advanced degree,A Republican?,,female,60_above,south_atlantic,ios_mobile,100000_to_124999,True,True,right,False,True,False,False,True,True,True
114569111213.0,430645356.0,04/03/2024 01:12:18 PM,04/03/2024 01:12:55 PM,,,,,2be3de1d6970c8e9991431e64a,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,Yes,44471,College degree,A Republican?,,female,30_to_44,east_north_central,ios_mobile,25000_to_49999,False,True,right,False,True,False,True,True,True,True
114569110595.0,430645356.0,04/03/2024 01:11:22 PM,04/03/2024 01:12:10 PM,,,,,8b7ea5a10fe61611a741bcc598,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,79763,High school diploma,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,60_above,west_south_central,ios_mobile,10000_to_24999,False,False,center,False,False,True,True,True,True,True
114569109012.0,430645356.0,04/03/2024 01:08:08 PM,04/03/2024 01:10:19 PM,,,,,cac5893091398dcd517742802b,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,84020,High school diploma,A Republican?,,male,30_to_44,mountain,android_mobile,0_to_9999,False,False,right,False,True,False,False,False,True,True
114569108536.0,430645356.0,04/03/2024 01:08:07 PM,04/03/2024 01:09:41 PM,,,,,119cdd2bae1734f91334357071,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,14760,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,60_above,middle_atlantic,android_mobile,25000_to_49999,False,False,center,False,False,True,True,True,True,True
114569108127.0,430645356.0,04/03/2024 12:48:38 PM,04/03/2024 01:09:12 PM,,,,,88128012bce279be2dd234701f,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,63011,Advanced degree,A Democrat?,,female,30_to_44,west_north_central,ios_mobile,75000_to_99999,False,False,left,True,False,False,True,True,True,True
114569107551.0,430645356.0,04/03/2024 01:07:08 PM,04/03/2024 01:08:28 PM,,,,,7e0eb157cb25e186d0851d5200,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,10013,Advanced degree,A Republican?,,male,18_to_29,middle_atlantic,android_mobile,75000_to_99999,False,False,right,False,True,False,True,True,True,True
114569107168.0,430645356.0,04/03/2024 01:07:04 PM,04/03/2024 01:08:01 PM,,,,,a18e4805baa1decd572b71b4fa,smc,Open to everyone?,Anyone?,"Yes, for all owners",Unsure or no comment,No,No,91744,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,30_to_44,pacific,android_mobile,75000_to_99999,False,False,center,False,False,True,False,False,True,False
114569107021.0,430645356.0,04/03/2024 01:06:53 PM,04/03/2024 01:07:51 PM,,,,,1ac92d17f1e0480252b3b69a59,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,57106,Advanced degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,18_to_29,west_north_central,ios_mobile,75000_to_99999,False,False,center,False,False,True,True,True,True,True
114569106892.0,430645356.0,04/03/2024 01:06:36 PM,04/03/2024 01:07:44 PM,,,,,4789cc39fa16ccc1f49aa81270,smc,Limited to military?,Just military?,"Yes, for all owners",No,No,No,36206,College degree,A Democrat?,,male,60_above,east_south_central,pc_windows,100000_to_124999,False,False,left,True,False,False,True,True,True,False
114569106874.0,430645356.0,04/03/2024 01:06:47 PM,04/03/2024 01:07:42 PM,,,,,283a5c3f09bd2d7cbee8e8286c,smc,Limited to military and police?,Just military?,"Yes, for all owners",Yes,Yes,Yes,10021,Advanced degree,A Democrat?,,male,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,left,True,False,False,True,True,True,True
114569106653.0,430645356.0,04/03/2024 12:45:26 PM,04/03/2024 01:07:23 PM,,,,,079ddd823a908211219811e5b4,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,80010,Advanced degree,A Democrat?,,female,30_to_44,mountain,ios_mobile,100000_to_124999,False,False,left,True,False,False,True,True,True,True
114569105239.0,430645356.0,04/03/2024 01:04:07 PM,04/03/2024 01:05:35 PM,,,,,5d59742f8915f5a2c707cfeca7,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,Yes,Yes,4294,College degree,A Democrat?,,female,18_to_29,new_england,android_mobile,25000_to_49999,True,True,left,True,False,False,True,True,True,True
114569104053.0,430645356.0,04/03/2024 01:03:44 PM,04/03/2024 01:04:09 PM,,,,,d310e2d54684be5f6a3c0d66c5,smc,Limited to military?,Just military?,"No, not necessary for all",Yes,Yes,Yes,48532,College degree,A Republican?,,male,18_to_29,east_north_central,android_mobile,100000_to_124999,True,True,right,False,True,False,True,True,False,True
114569103642.0,430645356.0,04/03/2024 01:01:34 PM,04/03/2024 01:03:42 PM,,,,,35bda2c593e5bfc073027972c2,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,Yes,32808,Advanced degree,A Democrat?,,female,60_above,south_atlantic,ios_mobile,50000_to_74999,False,True,left,True,False,False,True,True,True,True
114569103617.0,430645356.0,04/03/2024 01:01:30 PM,04/03/2024 01:03:39 PM,,,,,a047c290d524899eb485a667ac,smc,Limited to military?,Just military and police?,"Yes, for all owners",No,No,No,13601,High school diploma,A Republican?,,female,60_above,middle_atlantic,android_mobile,10000_to_24999,False,False,right,False,True,False,True,True,True,False
114569101392.0,430645356.0,04/03/2024 01:00:05 PM,04/03/2024 01:01:05 PM,,,,,7b98f4b946e348e74f4415f2c5,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,55112,College degree,A Democrat?,,male,30_to_44,west_north_central,android_mobile,100000_to_124999,False,False,left,True,False,False,True,True,True,True
114569100747.0,430645356.0,04/03/2024 12:51:24 PM,04/03/2024 01:00:21 PM,,,,,23d057c06bdf63ef24a903dc49,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,,College degree,A Democrat?,,male,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,left,True,False,False,True,True,True,True
114569100139.0,430645356.0,04/03/2024 12:58:51 PM,04/03/2024 12:59:38 PM,,,,,cd2aa57fbf60df21d99850ce5b,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,94804,College degree,A Democrat?,,male,45_to_60,pacific,android_mobile,75000_to_99999,False,False,left,True,False,False,True,True,True,True
114569099773.0,430645356.0,04/03/2024 12:58:16 PM,04/03/2024 12:59:15 PM,,,,,7e035acec86dbd2e24162e405f,smc,Limited to military?,Anyone?,Not sure or no comment,Yes,No,No,10013,College degree,A Democrat?,,female,18_to_29,middle_atlantic,android_mobile,75000_to_99999,False,False,left,True,False,False,True,False,False,True
114569099637.0,430645356.0,04/03/2024 12:58:13 PM,04/03/2024 12:59:06 PM,,,,,9340a40c9e693f02949f897497,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,4654,College degree,A Democrat?,,female,45_to_60,new_england,android_mobile,10000_to_24999,False,False,left,True,False,False,True,True,True,True
114569059872.0,430645356.0,04/03/2024 12:09:00 PM,04/03/2024 12:57:45 PM,,,,,bdf9020d5f869d95575fe0088f,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,85541,Some college,A Republican?,,female,60_above,mountain,android_mobile,25000_to_49999,True,True,right,False,True,False,False,False,True,True
114569097907.0,430645356.0,04/03/2024 12:55:26 PM,04/03/2024 12:57:11 PM,,,,,d2aaa03727dcfaf76d0f4f118a,smc,Limited to military and police?,Just military?,"Yes, for all owners",Yes,No,No,95747,College degree,A Democrat?,,female,18_to_29,pacific,ios_mobile,25000_to_49999,False,False,left,True,False,False,True,True,True,True
114569097865.0,430645356.0,04/03/2024 12:56:08 PM,04/03/2024 12:57:06 PM,,,,,5c46af472160babf6b44c18a46,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,76116,College degree,A Democrat?,,female,30_to_44,west_south_central,android_mobile,10000_to_24999,False,False,left,True,False,False,True,True,True,True
114569097632.0,430645356.0,04/03/2024 12:55:41 PM,04/03/2024 12:56:49 PM,,,,,9c6c76f9e1556ed82cb6f71523,smc,Limited to military and police?,Unsure or rather not say?,"Yes, for all owners",Yes,Yes,Yes,54669,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,30_to_44,east_north_central,ios_mobile,100000_to_124999,True,True,center,False,False,True,True,False,True,True
114569097148.0,430645356.0,04/03/2024 12:55:25 PM,04/03/2024 12:56:16 PM,,,,,24c9a22b3f230fb028423c8162,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,Yes,Yes,1002,Advanced degree,A Democrat?,,male,45_to_60,middle_atlantic,android_mobile,125000_to_149999,True,True,left,True,False,False,True,True,True,True
114569096731.0,430645356.0,04/03/2024 12:54:48 PM,04/03/2024 12:55:50 PM,,,,,e76e572b10cf58241179cd67ce,smc,Not sure or prefer not to say?,Unsure or rather not say?,"Yes, for all owners",Yes,No,No,33598,College degree,A Democrat?,,female,30_to_44,south_atlantic,android_mobile,50000_to_74999,False,False,left,True,False,False,False,False,True,True
114569096645.0,430645356.0,04/03/2024 12:54:58 PM,04/03/2024 12:55:42 PM,,,,,1b16c50e21ae0fbf28dbb77270,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,60614,Advanced degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,female,45_to_60,east_north_central,ios_mobile,200000_and_up,False,False,left,True,False,False,True,True,True,True
114569094165.0,430645356.0,04/03/2024 12:51:41 PM,04/03/2024 12:52:28 PM,,,,,dcfac365536b152cc19274527d,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,Yes,74601,Some college,A Democrat?,,female,45_to_60,west_south_central,android_mobile,10000_to_24999,False,True,left,True,False,False,True,True,True,True
114569093943.0,430645356.0,04/03/2024 12:51:42 PM,04/03/2024 12:52:10 PM,,,,,e70009745cba9ea5251f4c48f9,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,10021,Advanced degree,A Democrat?,,male,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,left,True,False,False,True,True,True,True
114569093077.0,430645356.0,04/03/2024 12:44:22 PM,04/03/2024 12:51:05 PM,,,,,f6ea084ff67a9e0909b65aa82c,smc,Not sure or prefer not to say?,Anyone?,"Yes, for all owners",Yes,No,No,93534,Some college,A Republican?,,female,60_above,pacific,android_mobile,10000_to_24999,False,False,right,False,True,False,False,False,True,True
114569092522.0,430645356.0,04/03/2024 12:48:37 PM,04/03/2024 12:50:21 PM,,,,,78998932be988d7f6bddf49abf,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,76205,Some college,Not really either (Independent)?,More open to new ideas and changes (liberal)?,female,30_to_44,west_south_central,android_mobile,25000_to_49999,True,True,left,True,False,False,True,True,True,True
114569092450.0,430645356.0,04/03/2024 12:48:45 PM,04/03/2024 12:50:15 PM,,,,,18e7f5a8bb0ec3245e0908dc06,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,No,No,94578,Advanced degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,30_to_44,pacific,ios_mobile,175000_to_199999,False,False,center,False,False,True,True,False,True,True
114569092402.0,430645356.0,04/03/2024 12:48:45 PM,04/03/2024 12:50:12 PM,,,,,5e505767c40a3c1156f67ca2ac,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,,Advanced degree,A Republican?,,female,30_to_44,middle_atlantic,android_mobile,150000_to_174999,True,True,right,False,True,False,True,True,True,True
114569092244.0,430645356.0,04/03/2024 12:48:39 PM,04/03/2024 12:50:01 PM,,,,,edb3930c6615f4930539f7b1e7,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,7508,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,18_to_29,middle_atlantic,ios_mobile,175000_to_199999,False,False,center,False,False,True,False,False,True,True
114569091303.0,430645356.0,04/03/2024 12:47:29 PM,04/03/2024 12:48:47 PM,,,,,275c79af7213b7266695b00835,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,Yes,61722,Advanced degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,45_to_60,east_north_central,ios_mobile,25000_to_49999,False,True,center,False,False,True,True,True,True,True
114569090986.0,430645356.0,04/03/2024 12:47:30 PM,04/03/2024 12:48:22 PM,,,,,51ffc99295ce500f412d248a5b,smc,Not sure or prefer not to say?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,42717,College degree,A Republican?,,female,45_to_60,east_south_central,ios_mobile,75000_to_99999,True,True,right,False,True,False,False,False,True,True
114569090961.0,430645356.0,04/03/2024 12:47:29 PM,04/03/2024 12:48:20 PM,,,,,20d70a549953251731841af4ca,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,19390,College degree,A Democrat?,,female,60_above,middle_atlantic,ios_mobile,25000_to_49999,False,False,left,True,False,False,True,True,True,True
114569089800.0,430645356.0,04/03/2024 12:45:35 PM,04/03/2024 12:46:58 PM,,,,,35ac141a7daa223fd7f0afb0a7,smc,Limited to military?,Just military and police?,"Yes, for all owners",Unsure or no comment,No,No,90024,Advanced degree,A Democrat?,,male,60_above,pacific,pc_mac,200000_and_up,False,False,left,True,False,False,True,True,True,False
114569088635.0,430645356.0,04/03/2024 12:44:44 PM,04/03/2024 12:45:33 PM,,,,,fb447875c742b0dfe6640fe3d5,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,75024,College degree,A Republican?,,female,30_to_44,west_south_central,ios_mobile,25000_to_49999,False,False,right,False,True,False,True,True,True,True
114569086673.0,430645356.0,04/03/2024 12:41:45 PM,04/03/2024 12:43:22 PM,,,,,ce30a8382656432ef6048c1e8e,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,54220,Advanced degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,male,45_to_60,east_north_central,ios_mobile,125000_to_149999,False,False,left,True,False,False,True,True,True,True
114569086390.0,430645356.0,04/03/2024 12:40:24 PM,04/03/2024 12:43:05 PM,,,,,d079e9c82350ba4c6bfc5b7ed9,smc,Open to everyone?,Anyone?,"Yes, for all owners",No,Yes,Yes,0,College degree,Something else?,In the middle and cautious about change (moderate)?,female,30_to_44,pacific,ios_mobile,50000_to_74999,True,True,center,False,False,True,False,False,True,False
114569085668.0,430645356.0,04/03/2024 12:41:07 PM,04/03/2024 12:42:23 PM,,,,,8a7322b0f22d497a6a5eb4c020,smc,Not sure or prefer not to say?,Unsure or rather not say?,Not sure or no comment,Yes,No,No,,College degree,A Democrat?,,female,18_to_29,middle_atlantic,ios_mobile,25000_to_49999,False,False,left,True,False,False,False,False,False,True
114569085544.0,430645356.0,04/03/2024 12:40:12 PM,04/03/2024 12:42:15 PM,,,,,d116c449bb6aa12bc104e8afd9,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",No,No,No,55912,College degree,A Republican?,,male,45_to_60,west_north_central,android_mobile,25000_to_49999,False,False,right,False,True,False,True,True,True,False
114569085215.0,430645356.0,04/03/2024 12:41:28 PM,04/03/2024 12:41:49 PM,,,,,912d9f1d43af0e0e0f32fb03f7,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,Yes,Yes,80015,High school diploma,A Republican?,,female,45_to_60,mountain,ios_mobile,100000_to_124999,True,True,right,False,True,False,True,True,True,True
114569084948.0,430645356.0,04/03/2024 12:40:32 PM,04/03/2024 12:41:28 PM,,,,,b940fe5edeef216ac8f64bfe66,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,10021,Advanced degree,A Democrat?,,male,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,left,True,False,False,True,True,True,True
114569084606.0,430645356.0,04/03/2024 12:40:41 PM,04/03/2024 12:41:03 PM,,,,,c26320f136f6097892b5ceac2b,smc,Limited to military?,Just military and police?,"Yes, for all owners",Unsure or no comment,No,Yes,98366,Some college,A Democrat?,,female,18_to_29,pacific,android_mobile,75000_to_99999,False,True,left,True,False,False,True,True,True,False
114569084422.0,430645356.0,04/03/2024 12:38:30 PM,04/03/2024 12:40:51 PM,,,,,d74e59f8cf910e0d5432c5dfa7,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,Yes,73160,Some college,A Republican?,,female,45_to_60,west_south_central,ios_mobile,25000_to_49999,False,True,right,False,True,False,False,False,True,True
114569083441.0,430645356.0,04/03/2024 12:38:26 PM,04/03/2024 12:39:36 PM,,,,,32f75b14dde6b4ef7a87884453,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,No,No,98338,College degree,Not really either (Independent)?,Preferring traditional ways and less change (conservative)?,female,60_above,pacific,ios_mobile,25000_to_49999,False,False,right,False,True,False,True,False,True,True
114569082049.0,430645356.0,04/03/2024 12:36:18 PM,04/03/2024 12:37:56 PM,,,,,58de59262e5925540f078b3fa7,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,4270,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,45_to_60,new_england,ios_mobile,75000_to_99999,False,False,center,False,False,True,True,True,True,True
114569080856.0,430645356.0,04/03/2024 12:35:07 PM,04/03/2024 12:36:30 PM,,,,,a811e38fd17d0472dce0fb979d,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,5474,College degree,A Democrat?,,female,60_above,new_england,ios_mobile,150000_to_174999,False,False,left,True,False,False,True,True,True,True
114569080811.0,430645356.0,04/03/2024 12:33:52 PM,04/03/2024 12:36:24 PM,,,,,81b04785e77aec9ddf021dae65,smc,Limited to military?,Anyone?,"Yes, for all owners",Yes,No,No,85031,Some college,Something else?,In the middle and cautious about change (moderate)?,female,30_to_44,mountain,android_mobile,50000_to_74999,False,False,center,False,False,True,True,False,True,True
114569079323.0,430645356.0,04/03/2024 12:33:37 PM,04/03/2024 12:34:40 PM,,,,,f7d1ca3822ca9cdd6be6c5ddbb,smc,Open to everyone?,Anyone?,"Yes, for all owners",No,Yes,Yes,45662,College degree,A Republican?,,male,30_to_44,east_north_central,android_mobile,75000_to_99999,True,True,right,False,True,False,False,False,True,False
114569079175.0,430645356.0,04/03/2024 12:32:01 PM,04/03/2024 12:34:28 PM,,,,,627cd867598e94a82b4c1831a8,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,80205,High school diploma,A Democrat?,,female,30_to_44,mountain,android_mobile,200000_and_up,False,False,left,True,False,False,True,True,True,True
114569078993.0,430645356.0,04/03/2024 12:33:38 PM,04/03/2024 12:34:16 PM,,,,,d8189241860a9e2a1bb9753545,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,10021,Advanced degree,A Democrat?,,male,30_to_44,middle_atlantic,android_mobile,50000_to_74999,True,True,left,True,False,False,True,True,True,True
114569078610.0,430645356.0,04/03/2024 12:33:29 PM,04/03/2024 12:33:48 PM,,,,,2c3921e43e7413b72bb90111f3,smc,Open to everyone?,Anyone?,"Yes, for all owners",No,Yes,Yes,10001,College degree,A Republican?,,male,30_to_44,middle_atlantic,ios_mobile,125000_to_149999,True,True,right,False,True,False,False,False,True,False
114569075826.0,430645356.0,04/03/2024 12:28:11 PM,04/03/2024 12:30:20 PM,,,,,5204ee59054cede61804390e65,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,94618,High school diploma,Something else?,More open to new ideas and changes (liberal)?,female,18_to_29,pacific,ios_mobile,no_answer,False,False,left,True,False,False,True,True,True,True
